"Id","Kode_Provinsi","Provinsi","Kabupaten_Kota","Jenis_Rumput_Laut","Tahun","Volume_Produksi_Kg","Nilai_Produksi_Rp","Total_Luas_Lahan_m2","Kode_Luas_Tanah"
461,75,GORONTALO,PAHUWATO,RUMPUT LAUT,2022,2.0,11.0,391400000,109
462,33,JAWA TENGAH,JEPARA,RUMPUT LAUT,2022,24473.0,37913.0,1200000000,112
463,35,JAWA TIMUR,BANYUWANGI,RUMPUT LAUT,2022,80.0,176.0,62363722000,113
464,35,JAWA TIMUR,PACITAN,RUMPUT LAUT,2022,14.0,59.0,62363722000,113
465,35,JAWA TIMUR,SITUBONDO,RUMPUT LAUT,2022,883.0,2483.0,62363722000,113
466,35,JAWA TIMUR,SUMENEP,RUMPUT LAUT,2022,644293.0,2502291.0,62363722000,113
467,61,KALIMANTAN BARAT,BENGKAYANG,RUMPUT LAUT,2022,44.0,1850.0,1690000.0,114
468,61,KALIMANTAN BARAT,KAYONG UTARA,RUMPUT LAUT,2022,36.0,83.0,1690000.0,114
469,64,KALIMANTAN TIMUR,KOTA BALIKPAPAN,RUMPUT LAUT,2022,325.0,1626.0,131784000,117
470,64,KALIMANTAN TIMUR,KOTA BONTANG,RUMPUT LAUT,2022,4184.0,14636.0,131784000,117
471,64,KALIMANTAN TIMUR,KUTAI KARTANEGARA,RUMPUT LAUT,2022,775.0,5425.0,131784000,117
472,64,KALIMANTAN TIMUR,KUTAI TIMUR,RUMPUT LAUT,2022,110.0,446.0,131784000,117
473,65,KALIMANTAN UTARA,KOTA TARAKAN,RUMPUT LAUT,2022,201508.0,849899.0,12155520000,118
474,65,KALIMANTAN UTARA,NUNUKAN,RUMPUT LAUT,2022,587458.0,1385908.0,12155520000,118
475,21,KEPULAUAN RIAU,KARIMUN,RUMPUT LAUT,2022,1625.0,2032.0,26000000,120
476,21,KEPULAUAN RIAU,KOTA BATAM,RUMPUT LAUT,2022,1595.0,1914.0,26000000,120
477,21,KEPULAUAN RIAU,LINGGA,RUMPUT LAUT,2022,9.0,9.0,26000000,120
478,21,KEPULAUAN RIAU,NATUNA,RUMPUT LAUT,2022,46.0,55.0,26000000,120
479,18,LAMPUNG,LAMPUNG SELATAN,RUMPUT LAUT,2022,5455.0,10911.0,267000000,121
480,81,MALUKU,BURU,RUMPUT LAUT,2022,2.0,17.0,6893241000,122
481,81,MALUKU,KAB MALUKU TENGGARA BARAT,RUMPUT LAUT,2022,43039.0,215196.0,6893241000,122
482,81,MALUKU,KEPULAUAN ARU,RUMPUT LAUT,2022,5668.0,16320.0,6893241000,122
483,81,MALUKU,KOTA AMBON,RUMPUT LAUT,2022,0.0,4.0,6893241000,122
484,81,MALUKU,KOTA TUAL,RUMPUT LAUT,2022,157412.0,1561271.0,6893241000,122
485,81,MALUKU,MALUKU BARAT DAYA,RUMPUT LAUT,2022,27013.0,82379.0,6893241000,122
486,81,MALUKU,MALUKU TENGGARA,RUMPUT LAUT,2022,34409.0,125243.0,6893241000,122
487,81,MALUKU,SERAM BAGIAN BARAT,RUMPUT LAUT,2022,24.0,120.0,6893241000,122
488,81,MALUKU,SERAM BAGIAN TIMUR,RUMPUT LAUT,2022,107.0,269.0,6893241000,122
489,82,MALUKU UTARA,HALMAHERA BARAT,RUMPUT LAUT,2022,470.0,2822.0,454850000,123
490,82,MALUKU UTARA,HALMAHERA SELATAN,RUMPUT LAUT,2022,58725.0,704700.0,454850000,123
491,82,MALUKU UTARA,HALMAHERA TENGAH,RUMPUT LAUT,2022,818.0,7362.0,454850000,123
492,82,MALUKU UTARA,HALMAHERA TIMUR,RUMPUT LAUT,2022,766.0,4598.0,454850000,123
493,82,MALUKU UTARA,KEPULAUAN SULA,RUMPUT LAUT,2022,32820.0,196920.0,454850000,123
494,82,MALUKU UTARA,PULAU MOROTAI,RUMPUT LAUT,2022,963.0,5780.0,454850000,123
495,82,MALUKU UTARA,PULAU TALIABU,RUMPUT LAUT,2022,40510.0,243064.0,454850000,123
496,52,NUSA TENGGARA BARAT,BIMA,RUMPUT LAUT,2022,143974.0,575899.0,12807720000,124
497,52,NUSA TENGGARA BARAT,DOMPU,RUMPUT LAUT,2022,3087.0,7851.0,12807720000,124
498,52,NUSA TENGGARA BARAT,LOMBOK TENGAH,RUMPUT LAUT,2022,31512.0,94538.0,12807720000,124
499,52,NUSA TENGGARA BARAT,LOMBOK TIMUR,RUMPUT LAUT,2022,23223.0,57590.0,12807720000,124
500,52,NUSA TENGGARA BARAT,SUMBAWA,RUMPUT LAUT,2022,473185.0,2720814.0,12807720000,124
501,52,NUSA TENGGARA BARAT,SUMBAWA BARAT,RUMPUT LAUT,2022,8017.0,39515.0,12807720000,124
502,53,NUSA TENGGARA TIMUR,ALOR,RUMPUT LAUT,2022,2014.0,7050.0,6863010700,125
503,53,NUSA TENGGARA TIMUR,FLORES TIMUR,RUMPUT LAUT,2022,50977.0,178422.0,6863010700,125
504,53,NUSA TENGGARA TIMUR,KUPANG,RUMPUT LAUT,2022,1175123.0,4112933.0,6863010700,125
505,53,NUSA TENGGARA TIMUR,LEMBATA,RUMPUT LAUT,2022,123.0,431.0,6863010700,125
506,53,NUSA TENGGARA TIMUR,MANGGARAI BARAT,RUMPUT LAUT,2022,137.0,480.0,6863010700,125
507,53,NUSA TENGGARA TIMUR,NAGEKEO,RUMPUT LAUT,2022,70.0,245.0,6863010700,125
508,53,NUSA TENGGARA TIMUR,NGADA,RUMPUT LAUT,2022,163.0,571.0,6863010700,125
509,53,NUSA TENGGARA TIMUR,ROTE NDAO,RUMPUT LAUT,2022,88027.0,379435.0,6863010700,125
510,53,NUSA TENGGARA TIMUR,SABU RAIJUA,RUMPUT LAUT,2022,53921.0,162205.0,6863010700,125
511,53,NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,RUMPUT LAUT,2022,1330.0,4656.0,6863010700,125
512,53,NUSA TENGGARA TIMUR,SUMBA TIMUR,RUMPUT LAUT,2022,31446.0,110061.0,6863010700,125
513,94,PAPUA,BIAK NUMFOR,RUMPUT LAUT,2022,569.0,686.0,6654400.0,126
514,94,PAPUA,KEPULAUAN YAPEN,RUMPUT LAUT,2022,86.0,129.0,6654400.0,126
515,94,PAPUA,SUPIORI,RUMPUT LAUT,2022,132.0,164.0,6654400.0,126
516,91,PAPUA BARAT,FAK FAK,RUMPUT LAUT,2022,13.0,66.0,7727500.0,127
517,91,PAPUA BARAT,KAIMANA,RUMPUT LAUT,2022,94.0,425.0,7727500.0,127
518,91,PAPUA BARAT,SORONG,RUMPUT LAUT,2022,177.0,1595.0,7727500.0,127
519,91,PAPUA BARAT,TELUK WONDAMA,RUMPUT LAUT,2022,461.0,1615.0,7727500.0,127
520,76,SULAWESI BARAT,MAMUJU,RUMPUT LAUT,2022,1868.0,9792.0,2498400000,129
521,76,SULAWESI BARAT,MAMUJU TENGAH,RUMPUT LAUT,2022,9.0,77.0,2498400000,129
522,76,SULAWESI BARAT,POLEWALI MANDAR,RUMPUT LAUT,2022,14446.0,86678.0,2498400000,129
523,73,SULAWESI SELATAN,BANTAENG,RUMPUT LAUT,2022,89164.0,314032.0,40805418000,130
524,73,SULAWESI SELATAN,BARRU,RUMPUT LAUT,2022,949.0,5274.0,40805418000,130
525,73,SULAWESI SELATAN,BONE,RUMPUT LAUT,2022,200900.0,1406306.0,40805418000,130
526,73,SULAWESI SELATAN,BULUKUMBA,RUMPUT LAUT,2022,188969.0,1069054.0,40805418000,130
527,73,SULAWESI SELATAN,JENEPONTO,RUMPUT LAUT,2022,245429.0,1593241.0,40805418000,130
528,73,SULAWESI SELATAN,KEPULAUAN SELAYAR,RUMPUT LAUT,2022,381.0,1685.0,40805418000,130
529,73,SULAWESI SELATAN,KOTA PALOPO,RUMPUT LAUT,2022,32355.0,204752.0,40805418000,130
530,73,SULAWESI SELATAN,KOTA PARE PARE,RUMPUT LAUT,2022,7.0,47.0,40805418000,130
531,73,SULAWESI SELATAN,LUWU,RUMPUT LAUT,2022,312970.0,1808145.0,40805418000,130
532,73,SULAWESI SELATAN,LUWU TIMUR,RUMPUT LAUT,2022,145978.0,727015.0,40805418000,130
533,73,SULAWESI SELATAN,LUWU UTARA,RUMPUT LAUT,2022,40956.0,135437.0,40805418000,130
534,73,SULAWESI SELATAN,MAROS,RUMPUT LAUT,2022,25.0,125.0,40805418000,130
535,73,SULAWESI SELATAN,PANGKAJENE KEPULAUAN,RUMPUT LAUT,2022,396005.0,917527.0,40805418000,130
536,73,SULAWESI SELATAN,PINRANG,RUMPUT LAUT,2022,24405.0,97620.0,40805418000,130
537,73,SULAWESI SELATAN,SINJAI,RUMPUT LAUT,2022,25737.0,27543.0,40805418000,130
538,73,SULAWESI SELATAN,TAKALAR,RUMPUT LAUT,2022,528504.0,3309534.0,40805418000,130
539,73,SULAWESI SELATAN,WAJO,RUMPUT LAUT,2022,439665.0,2313412.0,40805418000,130
540,72,SULAWESI TENGAH,BANGGAI,RUMPUT LAUT,2022,350.0,2450.0,16318490000,131
541,72,SULAWESI TENGAH,BANGGAI KEPULAUAN,RUMPUT LAUT,2022,562677.0,5641565.0,16318490000,131
542,72,SULAWESI TENGAH,BANGGAI LAUT,RUMPUT LAUT,2022,29003.0,72507.0,16318490000,131
543,72,SULAWESI TENGAH,DONGGALA,RUMPUT LAUT,2022,2956.0,20692.0,16318490000,131
544,72,SULAWESI TENGAH,MOROWALI,RUMPUT LAUT,2022,46050.0,281370.0,16318490000,131
545,72,SULAWESI TENGAH,MOROWALI UTARA,RUMPUT LAUT,2022,78.0,704.0,16318490000,131
546,72,SULAWESI TENGAH,PARIGI MOUTONG,RUMPUT LAUT,2022,1591.0,7102.0,16318490000,131
547,72,SULAWESI TENGAH,POSO,RUMPUT LAUT,2022,1732.0,4563.0,16318490000,131
548,72,SULAWESI TENGAH,TOJO UNA UNA,RUMPUT LAUT,2022,7029.0,21087.0,16318490000,131
549,72,SULAWESI TENGAH,TOLI TOLI,RUMPUT LAUT,2022,25.0,38.0,16318490000,131
550,74,SULAWESI TENGGARA,BOMBANA,RUMPUT LAUT,2022,19305.0,120084.0,10721615100,132
551,74,SULAWESI TENGGARA,BUTON,RUMPUT LAUT,2022,3688.0,8030.0,10721615100,132
552,74,SULAWESI TENGGARA,BUTON SELATAN,RUMPUT LAUT,2022,1919.0,5759.0,10721615100,132
553,74,SULAWESI TENGGARA,BUTON TENGAH,RUMPUT LAUT,2022,28724.0,137060.0,10721615100,132
554,74,SULAWESI TENGGARA,BUTON UTARA,RUMPUT LAUT,2022,26277.0,71634.0,10721615100,132
555,74,SULAWESI TENGGARA,KOLAKA,RUMPUT LAUT,2022,28962.0,161233.0,10721615100,132
556,74,SULAWESI TENGGARA,KOLAKA UTARA,RUMPUT LAUT,2022,751.0,2999.0,10721615100,132
557,74,SULAWESI TENGGARA,KONAWE KEPULAUAN,RUMPUT LAUT,2022,5.0,31.0,10721615100,132
558,74,SULAWESI TENGGARA,KONAWE SELATAN,RUMPUT LAUT,2022,37285.0,261001.0,10721615100,132
559,74,SULAWESI TENGGARA,KOTA BAU BAU,RUMPUT LAUT,2022,18400.0,55202.0,10721615100,132
560,74,SULAWESI TENGGARA,MUNA,RUMPUT LAUT,2022,112441.0,390101.0,10721615100,132
561,74,SULAWESI TENGGARA,MUNA BARAT,RUMPUT LAUT,2022,2734.0,46824.0,10721615100,132
562,74,SULAWESI TENGGARA,WAKATOBI,RUMPUT LAUT,2022,32606.0,37541.0,10721615100,132
563,71,SULAWESI UTARA,KEPULAUAN SANGIHE,RUMPUT LAUT,2022,2.0,18.0,1952475000,133
564,71,SULAWESI UTARA,MINAHASA,RUMPUT LAUT,2022,1.0,5.0,1952475000,133
565,71,SULAWESI UTARA,MINAHASA SELATAN,RUMPUT LAUT,2022,6.0,32.0,1952475000,133
566,71,SULAWESI UTARA,MINAHASA TENGGARA,RUMPUT LAUT,2022,37.0,151.0,1952475000,133
567,71,SULAWESI UTARA,MINAHASA UTARA,RUMPUT LAUT,2022,183283.0,700473.0,1952475000,133
