id,Kode_Provinsi,Provinsi,Kabupaten_Kota,Jenis_Budidaya_Rumput_Laut,Tahun,Volume_Produksi_Kg,Nilai_Produksi_Rp
350.,81.,MALUKU,SERAM BAGIAN TIMUR,RUMPUT LAUT SPINOSUM,2021.,51389.,256945000.
351.,82.,MALUKU UTARA,HALMAHERA BARAT,RUMPUT LAUT SPINOSUM,2021.,105938.,635628000.
352.,82.,MALUKU UTARA,HALMAHERA SELATAN,RUMPUT LAUT SPINOSUM,2021.,156390.,938340000.
353.,82.,MALUKU UTARA,HALMAHERA TENGAH,RUMPUT LAUT COTTONII,2021.,21750.,130500000.
354.,82.,MALUKU UTARA,HALMAHERA TENGAH,RUMPUT LAUT SPINOSUM,2021.,31860.,191160000.
355.,82.,MALUKU UTARA,HALMAHERA TIMUR,RUMPUT LAUT COTTONII,2021.,637714.,3031394000.
356.,82.,MALUKU UTARA,KEPULAUAN SULA,RUMPUT LAUT SARGASSUM,2021.,60299411.,299445404000.
357.,82.,MALUKU UTARA,KOTA TIDORE KEPULAUAN,RUMPUT LAUT SPINOSUM,2021.,10866.,43464000.
358.,82.,MALUKU UTARA,PULAU MOROTAI,RUMPUT LAUT SARGASSUM,2021.,5885688.,23542752000.
359.,82.,MALUKU UTARA,PULAU TALIABU,RUMPUT LAUT SARGASSUM,2021.,19132016.,88876280000.
360.,52.,NUSA TENGGARA BARAT,BIMA,RUMPUT LAUT SPINOSUM,2021.,156922961.,470768883000.
361.,52.,NUSA TENGGARA BARAT,DOMPU,RUMPUT LAUT COTTONII,2021.,2176067.,10880335000.
362.,52.,NUSA TENGGARA BARAT,LOMBOK TENGAH,RUMPUT LAUT COTTONII,2021.,31587931.,84224800050.
363.,52.,NUSA TENGGARA BARAT,LOMBOK TIMUR,RUMPUT LAUT COTTONII,2021.,5896579.,20638026500.
364.,52.,NUSA TENGGARA BARAT,LOMBOK TIMUR,RUMPUT LAUT SPINOSUM,2021.,1084971.,1627456500.
365.,52.,NUSA TENGGARA BARAT,SUMBAWA,RUMPUT LAUT SPINOSUM,2021.,473999756.,1542735396000.
366.,52.,NUSA TENGGARA BARAT,SUMBAWA BARAT,RUMPUT LAUT SPINOSUM,2021.,10014825.,30044475000.
367.,53.,NUSA TENGGARA TIMUR,ALOR,RUMPUT LAUT SPINOSUM,2021.,1993833.,4984582500.
368.,53.,NUSA TENGGARA TIMUR,FLORES TIMUR,RUMPUT LAUT SPINOSUM,2021.,71463120.,178657800000.
369.,53.,NUSA TENGGARA TIMUR,KUPANG,RUMPUT LAUT COTTONII,2021.,1166896782.,2917241955000.
370.,53.,NUSA TENGGARA TIMUR,LEMBATA,RUMPUT LAUT SPINOSUM,2021.,408530.,1021325000.
371.,53.,NUSA TENGGARA TIMUR,NAGEKEO,RUMPUT LAUT SPINOSUM,2021.,63603.,190809000.
372.,53.,NUSA TENGGARA TIMUR,NGADA,RUMPUT LAUT COTTONII,2021.,514997.,1502772500.
373.,53.,NUSA TENGGARA TIMUR,NGADA,RUMPUT LAUT SPINOSUM,2021.,176875.,619062500.
374.,53.,NUSA TENGGARA TIMUR,ROTE NDAO,RUMPUT LAUT SPINOSUM,2021.,52117610.,260588050000.
375.,53.,NUSA TENGGARA TIMUR,SABU RAIJUA,RUMPUT LAUT SPINOSUM,2021.,62940555.,179380581750.
376.,53.,NUSA TENGGARA TIMUR,SUMBA BARAT,RUMPUT LAUT COTTONII,2021.,5002.,17507000.
377.,53.,NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,RUMPUT LAUT SPINOSUM,2021.,3621340.,12674690000.
378.,53.,NUSA TENGGARA TIMUR,SUMBA TIMUR,RUMPUT LAUT COTTONII,2021.,65918.,131836000.
379.,53.,NUSA TENGGARA TIMUR,SUMBA TIMUR,RUMPUT LAUT LAINNYA,2021.,32204187.,80510467500.
380.,53.,NUSA TENGGARA TIMUR,SUMBA TIMUR,RUMPUT LAUT SPINOSUM,2021.,66875.,133750000.
381.,94.,PAPUA,BIAK NUMFOR,RUMPUT LAUT COTTONII,2021.,233913.,350869500.
382.,94.,PAPUA,BIAK NUMFOR,RUMPUT LAUT SPINOSUM,2021.,335343.,335343000.
383.,94.,PAPUA,KEPULAUAN YAPEN,RUMPUT LAUT COTTONII,2021.,86292.,129438000.
384.,94.,PAPUA,SUPIORI,RUMPUT LAUT COTTONII,2021.,132288.,164648000.
385.,91.,PAPUA BARAT,FAK FAK,RUMPUT LAUT COTTONII,2021.,12000.,60000000.
386.,91.,PAPUA BARAT,KAIMANA,RUMPUT LAUT COTTONII,2021.,73140.,329130000.
387.,91.,PAPUA BARAT,KAIMANA,RUMPUT LAUT SPINOSUM,2021.,47380.,213210000.
388.,91.,PAPUA BARAT,SORONG,RUMPUT LAUT SPINOSUM,2021.,177250.,1595250000.
389.,91.,PAPUA BARAT,TELUK WONDAMA,RUMPUT LAUT COTTONII,2021.,432558.,1513953000.
390.,91.,PAPUA BARAT,TELUK WONDAMA,RUMPUT LAUT SPINOSUM,2021.,27050.,94675000.
391.,76.,SULAWESI BARAT,MAMUJU,RUMPUT LAUT COTTONII,2021.,9817892.,24544730000.
392.,76.,SULAWESI BARAT,MAMUJU,RUMPUT LAUT SPINOSUM,2021.,45808472.,114521180000.
393.,76.,SULAWESI BARAT,MAMUJU TENGAH,RUMPUT LAUT COTTONII,2021.,6928722.,23305838000.
394.,76.,SULAWESI BARAT,POLEWALI MANDAR,RUMPUT LAUT SPINOSUM,2021.,14716208.,73581040000.
395.,73.,SULAWESI SELATAN,BANTAENG,RUMPUT LAUT COTTONII,2021.,47769228.,162620595000.
396.,73.,SULAWESI SELATAN,BANTAENG,RUMPUT LAUT SPINOSUM,2021.,38900479.,52368201900.
397.,73.,SULAWESI SELATAN,BARRU,RUMPUT LAUT COTTONII,2021.,669048.,2613832000.
398.,73.,SULAWESI SELATAN,BONE,RUMPUT LAUT SPINOSUM,2021.,195343996.,849975984000.
399.,73.,SULAWESI SELATAN,BULUKUMBA,RUMPUT LAUT COTTONII,2021.,110363104.,220726208000.
400.,73.,SULAWESI SELATAN,BULUKUMBA,RUMPUT LAUT SPINOSUM,2021.,110879506.,565485480600.
401.,73.,SULAWESI SELATAN,JENEPONTO,RUMPUT LAUT COTTONII,2021.,239946100.,662105498000.
402.,73.,SULAWESI SELATAN,JENEPONTO,RUMPUT LAUT SPINOSUM,2021.,14265890.,30690229270.
403.,73.,SULAWESI SELATAN,KEPULAUAN SELAYAR,RUMPUT LAUT COTTONII,2021.,304588.,1295255000.
404.,73.,SULAWESI SELATAN,KEPULAUAN SELAYAR,RUMPUT LAUT SPINOSUM,2021.,54540.,58275000.
405.,73.,SULAWESI SELATAN,KOTA PALOPO,RUMPUT LAUT SPINOSUM,2021.,32302368.,131655981400.
406.,73.,SULAWESI SELATAN,LUWU,RUMPUT LAUT SPINOSUM,2021.,291331557.,801161781750.
407.,73.,SULAWESI SELATAN,LUWU TIMUR,RUMPUT LAUT COTTONII,2021.,140467203.,350848372075.
408.,73.,SULAWESI SELATAN,LUWU UTARA,RUMPUT LAUT COTTONII,2021.,39571040.,106648905500.
409.,73.,SULAWESI SELATAN,MAROS,RUMPUT LAUT SPINOSUM,2021.,20000.,45000000.
410.,73.,SULAWESI SELATAN,PANGKAJENE KEPULAUAN,RUMPUT LAUT COTTONII,2021.,323800996.,809502490000.
411.,73.,SULAWESI SELATAN,PANGKAJENE KEPULAUAN,RUMPUT LAUT SPINOSUM,2021.,113040002.,84780001500.
412.,73.,SULAWESI SELATAN,PINRANG,RUMPUT LAUT SPINOSUM,2021.,19373800.,72946250000.
413.,73.,SULAWESI SELATAN,SINJAI,RUMPUT LAUT SPINOSUM,2021.,20466821.,21451092850.
414.,73.,SULAWESI SELATAN,TAKALAR,RUMPUT LAUT COTTONII,2021.,309753736.,1746972506000.
415.,73.,SULAWESI SELATAN,TAKALAR,RUMPUT LAUT GRACILARIA,2021.,22471406.,89885624000.
416.,73.,SULAWESI SELATAN,TAKALAR,RUMPUT LAUT SPINOSUM,2021.,195399043.,1032227826000.
417.,73.,SULAWESI SELATAN,WAJO,RUMPUT LAUT COTTONII,2021.,436560032.,1849223639000.
418.,72.,SULAWESI TENGAH,BANGGAI,RUMPUT LAUT COTTONII,2021.,3625000.,14500000000.
419.,72.,SULAWESI TENGAH,BANGGAI LAUT,RUMPUT LAUT COTTONII,2021.,28356754.,105775430000.
420.,72.,SULAWESI TENGAH,DONGGALA,RUMPUT LAUT COTTONII,2021.,1652000.,11564000000.
421.,72.,SULAWESI TENGAH,DONGGALA,RUMPUT LAUT SPINOSUM,2021.,1551000.,7755000000.
422.,72.,SULAWESI TENGAH,MOROWALI,RUMPUT LAUT COTTONII,2021.,59129005.,118258010000.
423.,72.,SULAWESI TENGAH,MOROWALI,RUMPUT LAUT SPINOSUM,2021.,9385000.,16423750000.
424.,72.,SULAWESI TENGAH,MOROWALI UTARA,RUMPUT LAUT COTTONII,2021.,36178.,144712000.
425.,72.,SULAWESI TENGAH,PARIGI MOUTONG,RUMPUT LAUT COTTONII,2021.,2046370.,8742430000.
426.,72.,SULAWESI TENGAH,PARIGI MOUTONG,RUMPUT LAUT SPINOSUM,2021.,1308200.,2808400000.
427.,72.,SULAWESI TENGAH,POSO,RUMPUT LAUT COTTONII,2021.,771200.,2313600000.
428.,72.,SULAWESI TENGAH,POSO,RUMPUT LAUT SPINOSUM,2021.,619390.,1238780000.
429.,72.,SULAWESI TENGAH,TOJO UNA UNA,RUMPUT LAUT SPINOSUM,2021.,2316800.,6947000000.
430.,72.,SULAWESI TENGAH,TOLI TOLI,RUMPUT LAUT COTTONII,2021.,182560.,182560000.
431.,72.,SULAWESI TENGAH,TOLI TOLI,RUMPUT LAUT SPINOSUM,2021.,15100.,15100000.
432.,74.,SULAWESI TENGGARA,BOMBANA,RUMPUT LAUT COTTONII,2021.,5809030.,29321770000.
433.,74.,SULAWESI TENGGARA,BOMBANA,RUMPUT LAUT SPINOSUM,2021.,11648471.,20800842500.
434.,74.,SULAWESI TENGGARA,BUTON,RUMPUT LAUT SPINOSUM,2021.,272003.,417285800.
435.,74.,SULAWESI TENGGARA,BUTON SELATAN,RUMPUT LAUT COTTONII,2021.,2286213.,6858639000.
436.,74.,SULAWESI TENGGARA,BUTON TENGAH,RUMPUT LAUT COTTONII,2021.,21232913.,76090932250.
437.,74.,SULAWESI TENGGARA,BUTON TENGAH,RUMPUT LAUT SPINOSUM,2021.,15419861.,26984756750.
438.,74.,SULAWESI TENGGARA,BUTON UTARA,RUMPUT LAUT COTTONII,2021.,25383041.,63457602500.
439.,74.,SULAWESI TENGGARA,KOLAKA,RUMPUT LAUT COTTONII,2021.,28142949.,90762837500.
440.,74.,SULAWESI TENGGARA,KOLAKA UTARA,RUMPUT LAUT COTTONII,2021.,8429750.,28602500000.
441.,74.,SULAWESI TENGGARA,KONAWE KEPULAUAN,RUMPUT LAUT COTTONII,2021.,12280.,49120000.
442.,74.,SULAWESI TENGGARA,KONAWE SELATAN,RUMPUT LAUT COTTONII,2021.,30814000.,154070000000.
443.,74.,SULAWESI TENGGARA,KONAWE SELATAN,RUMPUT LAUT SPINOSUM,2021.,6474000.,32370000000.
444.,74.,SULAWESI TENGGARA,KOTA BAU BAU,RUMPUT LAUT SPINOSUM,2021.,18235454.,54706362000.
445.,74.,SULAWESI TENGGARA,MUNA,RUMPUT LAUT COTTONII,2021.,89323033.,207221549050.
446.,74.,SULAWESI TENGGARA,MUNA,RUMPUT LAUT SPINOSUM,2021.,246505.,154704800.
447.,74.,SULAWESI TENGGARA,MUNA BARAT,RUMPUT LAUT SPINOSUM,2021.,2739219.,3590316875.
448.,74.,SULAWESI TENGGARA,WAKATOBI,RUMPUT LAUT COTTONII,2021.,8586074.,30684598000.
449.,74.,SULAWESI TENGGARA,WAKATOBI,RUMPUT LAUT SPINOSUM,2021.,21693413.,25132835000.
450.,71.,SULAWESI UTARA,KEPULAUAN SANGIHE,RUMPUT LAUT SPINOSUM,2021.,2500.,17500000.
451.,71.,SULAWESI UTARA,MINAHASA SELATAN,RUMPUT LAUT SPINOSUM,2021.,7733.,38665000.
452.,71.,SULAWESI UTARA,MINAHASA TENGGARA,RUMPUT LAUT SPINOSUM,2021.,37021.,148084000.
453.,71.,SULAWESI UTARA,MINAHASA UTARA,RUMPUT LAUT COTTONII,2021.,26398013.,105592052000.
454.,71.,SULAWESI UTARA,MINAHASA UTARA,RUMPUT LAUT SPINOSUM,2021.,158151541.,599247474000.
455.,51.,BALI,BULELENG,RUMPUT LAUT,2022.,61400.,122800000.
456.,51.,BALI,KLUNGKUNG,RUMPUT LAUT,2022.,11409008.,39328510300.
457.,51.,BALI,KOTA DENPASAR,RUMPUT LAUT,2022.,286000.,688400000.
458.,36.,BANTEN,SERANG,RUMPUT LAUT,2022.,13742621.,68713105000.
459.,31.,DKI JAKARTA,ADM. KEP. SERIBU,RUMPUT LAUT,2022.,2160.,15120000.
460.,75.,GORONTALO,GORONTALO UTARA,RUMPUT LAUT,2022.,12145500.,72873000000.
461.,75.,GORONTALO,PAHUWATO,RUMPUT LAUT,2022.,2200.,11000000.
462.,33.,JAWA TENGAH,JEPARA,RUMPUT LAUT,2022.,24473736.,37913276400.
463.,35.,JAWA TIMUR,BANYUWANGI,RUMPUT LAUT,2022.,80000.,176000000.
464.,35.,JAWA TIMUR,PACITAN,RUMPUT LAUT,2022.,14950.,59800000.
465.,35.,JAWA TIMUR,SITUBONDO,RUMPUT LAUT,2022.,883300.,2483100000.
466.,35.,JAWA TIMUR,SUMENEP,RUMPUT LAUT,2022.,644293632.,2502291190000.
467.,61.,KALIMANTAN BARAT,BENGKAYANG,RUMPUT LAUT,2022.,44000.,1850000000.
468.,61.,KALIMANTAN BARAT,KAYONG UTARA,RUMPUT LAUT,2022.,36436.,83811000.
469.,64.,KALIMANTAN TIMUR,KOTA BALIKPAPAN,RUMPUT LAUT,2022.,325387.,1626935000.
470.,64.,KALIMANTAN TIMUR,KOTA BONTANG,RUMPUT LAUT,2022.,4184789.,14636447000.
471.,64.,KALIMANTAN TIMUR,KUTAI KARTANEGARA,RUMPUT LAUT,2022.,775040.,5425280000.
472.,64.,KALIMANTAN TIMUR,KUTAI TIMUR,RUMPUT LAUT,2022.,110960.,446544000.
473.,65.,KALIMANTAN UTARA,KOTA TARAKAN,RUMPUT LAUT,2022.,201508600.,849899600000.
474.,65.,KALIMANTAN UTARA,NUNUKAN,RUMPUT LAUT,2022.,587458734.,1385908168255.
475.,21.,KEPULAUAN RIAU,KARIMUN,RUMPUT LAUT,2022.,1625800.,2032250000.
476.,21.,KEPULAUAN RIAU,KOTA BATAM,RUMPUT LAUT,2022.,1595760.,1914912000.
477.,21.,KEPULAUAN RIAU,LINGGA,RUMPUT LAUT,2022.,9870.,9870000.
478.,21.,KEPULAUAN RIAU,NATUNA,RUMPUT LAUT,2022.,46200.,55440000.
479.,18.,LAMPUNG,LAMPUNG SELATAN,RUMPUT LAUT,2022.,5455732.,10911464000.
480.,81.,MALUKU,BURU,RUMPUT LAUT,2022.,2377.,17248750.
481.,81.,MALUKU,KAB MALUKU TENGGARA BARAT,RUMPUT LAUT,2022.,43039300.,215196500000.
482.,81.,MALUKU,KEPULAUAN ARU,RUMPUT LAUT,2022.,5668480.,16320087500.
483.,81.,MALUKU,KOTA AMBON,RUMPUT LAUT,2022.,902.,4326000.
484.,81.,MALUKU,KOTA TUAL,RUMPUT LAUT,2022.,157412000.,1561271250000.
485.,81.,MALUKU,MALUKU BARAT DAYA,RUMPUT LAUT,2022.,27013130.,82379996000.
486.,81.,MALUKU,MALUKU TENGGARA,RUMPUT LAUT,2022.,34409400.,125243300000.
487.,81.,MALUKU,SERAM BAGIAN BARAT,RUMPUT LAUT,2022.,24000.,120000000.
488.,81.,MALUKU,SERAM BAGIAN TIMUR,RUMPUT LAUT,2022.,107888.,269720000.
489.,82.,MALUKU UTARA,HALMAHERA BARAT,RUMPUT LAUT,2022.,470400.,2822400000.
490.,82.,MALUKU UTARA,HALMAHERA SELATAN,RUMPUT LAUT,2022.,58725000.,704700000000.
491.,82.,MALUKU UTARA,HALMAHERA TENGAH,RUMPUT LAUT,2022.,818000.,7362000000.
492.,82.,MALUKU UTARA,HALMAHERA TIMUR,RUMPUT LAUT,2022.,766360.,4598160000.
493.,82.,MALUKU UTARA,KEPULAUAN SULA,RUMPUT LAUT,2022.,32820000.,196920000000.
494.,82.,MALUKU UTARA,PULAU MOROTAI,RUMPUT LAUT,2022.,963380.,5780280000.
495.,82.,MALUKU UTARA,PULAU TALIABU,RUMPUT LAUT,2022.,40510800.,243064800000.
496.,52.,NUSA TENGGARA BARAT,BIMA,RUMPUT LAUT,2022.,143974974.,575899896000.
497.,52.,NUSA TENGGARA BARAT,DOMPU,RUMPUT LAUT,2022.,3087650.,7851650000.
498.,52.,NUSA TENGGARA BARAT,LOMBOK TENGAH,RUMPUT LAUT,2022.,31512930.,94538790000.
499.,52.,NUSA TENGGARA BARAT,LOMBOK TIMUR,RUMPUT LAUT,2022.,23223983.,57590164500.
500.,52.,NUSA TENGGARA BARAT,SUMBAWA,RUMPUT LAUT,2022.,473185248.,2720814866000.
501.,52.,NUSA TENGGARA BARAT,SUMBAWA BARAT,RUMPUT LAUT,2022.,8017720.,39515126800.
502.,53.,NUSA TENGGARA TIMUR,ALOR,RUMPUT LAUT,2022.,2014503.,7050760500.
503.,53.,NUSA TENGGARA TIMUR,FLORES TIMUR,RUMPUT LAUT,2022.,50977866.,178422531000.
504.,53.,NUSA TENGGARA TIMUR,KUPANG,RUMPUT LAUT,2022.,1175123880.,4112933580000.
505.,53.,NUSA TENGGARA TIMUR,LEMBATA,RUMPUT LAUT,2022.,123414.,431949000.
506.,53.,NUSA TENGGARA TIMUR,MANGGARAI BARAT,RUMPUT LAUT,2022.,137217.,480259500.
507.,53.,NUSA TENGGARA TIMUR,NAGEKEO,RUMPUT LAUT,2022.,70112.,245392000.
508.,53.,NUSA TENGGARA TIMUR,NGADA,RUMPUT LAUT,2022.,163286.,571501000.
509.,53.,NUSA TENGGARA TIMUR,ROTE NDAO,RUMPUT LAUT,2022.,88027834.,379435169000.
510.,53.,NUSA TENGGARA TIMUR,SABU RAIJUA,RUMPUT LAUT,2022.,53921150.,162205904000.
511.,53.,NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,RUMPUT LAUT,2022.,1330449.,4656571500.
512.,53.,NUSA TENGGARA TIMUR,SUMBA TIMUR,RUMPUT LAUT,2022.,31446206.,110061721000.
513.,94.,PAPUA,BIAK NUMFOR,RUMPUT LAUT,2022.,569256.,686212500.
514.,94.,PAPUA,KEPULAUAN YAPEN,RUMPUT LAUT,2022.,86292.,129438000.
515.,94.,PAPUA,SUPIORI,RUMPUT LAUT,2022.,132288.,164648000.
516.,91.,PAPUA BARAT,FAK FAK,RUMPUT LAUT,2022.,13200.,66000000.
517.,91.,PAPUA BARAT,KAIMANA,RUMPUT LAUT,2022.,94554.,425493000.
518.,91.,PAPUA BARAT,SORONG,RUMPUT LAUT,2022.,177250.,1595250000.
519.,91.,PAPUA BARAT,TELUK WONDAMA,RUMPUT LAUT,2022.,461608.,1615628000.
520.,76.,SULAWESI BARAT,MAMUJU,RUMPUT LAUT,2022.,1868788.,9792340000.
521.,76.,SULAWESI BARAT,MAMUJU TENGAH,RUMPUT LAUT,2022.,9688.,77504000.
522.,76.,SULAWESI BARAT,POLEWALI MANDAR,RUMPUT LAUT,2022.,14446492.,86678952000.
523.,73.,SULAWESI SELATAN,BANTAENG,RUMPUT LAUT,2022.,89164898.,314032045000.
524.,73.,SULAWESI SELATAN,BARRU,RUMPUT LAUT,2022.,949932.,5274190000.
525.,73.,SULAWESI SELATAN,BONE,RUMPUT LAUT,2022.,200900997.,1406306979000.
526.,73.,SULAWESI SELATAN,BULUKUMBA,RUMPUT LAUT,2022.,188969197.,1069054386000.
527.,73.,SULAWESI SELATAN,JENEPONTO,RUMPUT LAUT,2022.,245429929.,1593241226600.
528.,73.,SULAWESI SELATAN,KEPULAUAN SELAYAR,RUMPUT LAUT,2022.,381370.,1685690000.
529.,73.,SULAWESI SELATAN,KOTA PALOPO,RUMPUT LAUT,2022.,32355015.,204752234403.
530.,73.,SULAWESI SELATAN,KOTA PARE PARE,RUMPUT LAUT,2022.,7899.,47394000.
531.,73.,SULAWESI SELATAN,LUWU,RUMPUT LAUT,2022.,312970782.,1808145445000.
532.,73.,SULAWESI SELATAN,LUWU TIMUR,RUMPUT LAUT,2022.,145978883.,727015562053.
533.,73.,SULAWESI SELATAN,LUWU UTARA,RUMPUT LAUT,2022.,40956030.,135437330020.
534.,73.,SULAWESI SELATAN,MAROS,RUMPUT LAUT,2022.,25000.,125000000.
535.,73.,SULAWESI SELATAN,PANGKAJENE KEPULAUAN,RUMPUT LAUT,2022.,396005000.,917527615000.
536.,73.,SULAWESI SELATAN,PINRANG,RUMPUT LAUT,2022.,24405200.,97620800000.
537.,73.,SULAWESI SELATAN,SINJAI,RUMPUT LAUT,2022.,25737894.,27543391260.
538.,73.,SULAWESI SELATAN,TAKALAR,RUMPUT LAUT,2022.,528504397.,3309534832000.
539.,73.,SULAWESI SELATAN,WAJO,RUMPUT LAUT,2022.,439665708.,2313412668000.
540.,72.,SULAWESI TENGAH,BANGGAI,RUMPUT LAUT,2022.,350000.,2450000000.
541.,72.,SULAWESI TENGAH,BANGGAI KEPULAUAN,RUMPUT LAUT,2022.,562677709.,5641565769400.
542.,72.,SULAWESI TENGAH,BANGGAI LAUT,RUMPUT LAUT,2022.,29003000.,72507500000.
543.,72.,SULAWESI TENGAH,DONGGALA,RUMPUT LAUT,2022.,2956000.,20692000000.
544.,72.,SULAWESI TENGAH,MOROWALI,RUMPUT LAUT,2022.,46050000.,281370000000.
545.,72.,SULAWESI TENGAH,MOROWALI UTARA,RUMPUT LAUT,2022.,78250.,704250000.
546.,72.,SULAWESI TENGAH,PARIGI MOUTONG,RUMPUT LAUT,2022.,1591133.,7102013000.
547.,72.,SULAWESI TENGAH,POSO,RUMPUT LAUT,2022.,1732600.,4563390000.
548.,72.,SULAWESI TENGAH,TOJO UNA UNA,RUMPUT LAUT,2022.,7029200.,21087600000.
549.,72.,SULAWESI TENGAH,TOLI TOLI,RUMPUT LAUT,2022.,25410.,38115000.
550.,74.,SULAWESI TENGGARA,BOMBANA,RUMPUT LAUT,2022.,19305666.,120084171000.
551.,74.,SULAWESI TENGGARA,BUTON,RUMPUT LAUT,2022.,3688731.,8030866200.
552.,74.,SULAWESI TENGGARA,BUTON SELATAN,RUMPUT LAUT,2022.,1919961.,5759883000.
553.,74.,SULAWESI TENGGARA,BUTON TENGAH,RUMPUT LAUT,2022.,28724351.,137060389000.
554.,74.,SULAWESI TENGGARA,BUTON UTARA,RUMPUT LAUT,2022.,26277233.,71634427500.
555.,74.,SULAWESI TENGGARA,KOLAKA,RUMPUT LAUT,2022.,28962356.,161233446000.
556.,74.,SULAWESI TENGGARA,KOLAKA UTARA,RUMPUT LAUT,2022.,751360.,2999760000.
557.,74.,SULAWESI TENGGARA,KONAWE KEPULAUAN,RUMPUT LAUT,2022.,5250.,31500000.
558.,74.,SULAWESI TENGGARA,KONAWE SELATAN,RUMPUT LAUT,2022.,37285920.,261001440000.
559.,74.,SULAWESI TENGGARA,KOTA BAU BAU,RUMPUT LAUT,2022.,18400758.,55202274000.
560.,74.,SULAWESI TENGGARA,MUNA,RUMPUT LAUT,2022.,112441463.,390101719000.
561.,74.,SULAWESI TENGGARA,MUNA BARAT,RUMPUT LAUT,2022.,2734875.,46824375000.
562.,74.,SULAWESI TENGGARA,WAKATOBI,RUMPUT LAUT,2022.,32606242.,37541121200.
563.,71.,SULAWESI UTARA,KEPULAUAN SANGIHE,RUMPUT LAUT,2022.,2580.,18060000.
564.,71.,SULAWESI UTARA,MINAHASA,RUMPUT LAUT,2022.,1468.,5872000.
565.,71.,SULAWESI UTARA,MINAHASA SELATAN,RUMPUT LAUT,2022.,6571.,32855000.
566.,71.,SULAWESI UTARA,MINAHASA TENGGARA,RUMPUT LAUT,2022.,37761.,151044000.
567.,71.,SULAWESI UTARA,MINAHASA UTARA,RUMPUT LAUT,2022.,183283731.,700473525000.
